10517	Subcategoria	V40.3	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedestre ou animal: ocupante de carro não especificado ferido em acidente não-trafegado
10518	Subcategoria	V40.4	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante do carro ferido em colisão com pedestre ou animal: pessoa ferida durante o embarque ou desembarque
10519	Subcategoria	V40.5	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedestre ou animal: motorista traumatizado em acidente de trânsito
10520	Subcategoria	V40.6	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedestre ou animal: passageiro traumatizado em acidente de trânsito
10521	Subcategoria	V40.7	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedestre ou animal: pessoa no exterior de veículo traumatizado em acidente de trânsito
10522	Subcategoria	V40.9	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedestre ou animal: ocupante de carro não especificado traumatizado em acidente de trânsito
10523	Categoria	V41	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedal
10524	Subcategoria	V41.0	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedal: motorista traumatizado em acidente não-tráfico
10525	Subcategoria	V41.1	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedal: passageiro lesado em acidente não-tráfico
10526	Subcategoria	V41.2	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante do carro lesionado em colisão com o ciclo do pedal: pessoa do lado de fora do veículo traumatizado em acidente não relacionado ao trânsito
10527	Subcategoria	V41.3	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com ciclo de pedal: ocupante de carro não especificado traumatizado em acidente não-trafegado
10528	Subcategoria	V41.4	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedal: pessoa ferida durante o embarque ou desembarque
10529	Subcategoria	V41.5	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedalada: motorista traumatizado em acidente de trânsito
10530	Subcategoria	V41.6	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com pedal: passageiro lesado em acidente de trânsito
10531	Subcategoria	V41.7	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com ciclo de pedal: pessoa do lado de fora do veículo lesionado em acidente de trânsito
10532	Subcategoria	V41.9	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com ciclo de pedal: ocupante de carro não especificado traumatizado em acidente de trânsito
10533	Categoria	V42	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel traumatizado em colisão com um veículo a motor de duas ou três rodas
10534	Subcategoria	V42.0	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com veículo a motor de duas ou três rodas: condutor traumatizado em acidente não-tráfico
10535	Subcategoria	V42.1	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com veículo motorizado de duas ou três rodas: passageiro traumatizado em acidente não-tráfico
10536	Subcategoria	V42.2	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel traumatizado em colisão com um veículo motorizado de duas ou três rodas: uma pessoa no exterior de um veículo ferido em um acidente que não seja de trânsito
10537	Subcategoria	V42.3	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com um veículo motorizado de duas ou três rodas: ocupante de um carro não especificado traumatizado em um acidente não relacionado a trânsito
10538	Subcategoria	V42.4	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel ferido em colisão com um veículo a motor de duas ou três rodas: uma pessoa ferida durante o embarque ou desembarque
10539	Subcategoria	V42.5	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com veículo a motor de duas ou três rodas: motorista traumatizado em acidente de trânsito
10540	Subcategoria	V42.6	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com veículo a motor de duas ou três rodas: passageiro traumatizado em acidente de trânsito
10541	Subcategoria	V42.7	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel traumatizado em colisão com um veículo a motor de duas ou três rodas: uma pessoa no exterior de um veículo ferido em um acidente de trânsito
10542	Subcategoria	V42.9	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel traumatizado em colisão com um veículo a motor de duas ou três rodas: ocupante não especificado de um automóvel traumatizado em um acidente de trânsito
10543	Categoria	V43	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com carro, pick-up ou van
10544	Subcategoria	V43.0	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com carro, pick-up ou van: motorista traumatizado em acidente não-tráfico
10545	Subcategoria	V43.1	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com carro, pick-up ou van: passageiro ferido em acidente não-tráfico
10546	Subcategoria	V43.2	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com carro, pick-up ou van: pessoa no exterior do veículo ferido em acidente não de-trânsito
10547	Subcategoria	V43.3	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com carro, pick-up ou van: ocupante de carro não especificado ferido em acidente não-trafegado
10548	Subcategoria	V43.4	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro ferido em colisão com um carro, pick-up ou van: uma pessoa ferida durante o embarque ou desembarque
10549	Subcategoria	V43.5	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com carro, pick-up ou van: motorista ferido em acidente de trânsito
10550	Subcategoria	V43.6	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com carro, pick-up ou van: passageiro traumatizado em acidente de trânsito
10551	Subcategoria	V43.7	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com carro, pick-up ou van: pessoa no lado de fora do veículo ferido em acidente de trânsito
10552	Subcategoria	V43.9	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com carro, pick-up ou van: ocupante de carro não especificado ferido em acidente de trânsito
10553	Categoria	V44	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante do carro ferido em colisão com veículo de transporte pesado ou ônibus
10554	Subcategoria	V44.0	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com veículo de transporte pesado ou ônibus: motorista ferido em acidente não-tráfico
10555	Subcategoria	V44.1	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com veículo de transporte pesado ou ônibus: passageiro traumatizado em acidente não-tráfico
10556	Subcategoria	V44.2	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com um veículo de transporte pesado ou um ônibus: pessoa no lado de fora do veículo ferido em um acidente não de-trânsito
10557	Subcategoria	V44.3	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com um veículo de transporte pesado ou um ônibus: ocupante de um carro não especificado traumatizado em um acidente não relacionado a trânsito
10558	Subcategoria	V44.4	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com um veículo de transporte pesado ou um ônibus: uma pessoa ferida durante o embarque ou desembarque
10559	Subcategoria	V44.5	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com veículo de transporte pesado ou ônibus: motorista traumatizado em acidente de trânsito
10560	Subcategoria	V44.6	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com veículo de transporte pesado ou ônibus: passageiro ferido em acidente de trânsito
10561	Subcategoria	V44.7	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com veículo de transporte pesado ou ônibus: pessoa no exterior do veículo ferido em acidente de trânsito
10562	Subcategoria	V44.9	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com um veículo de transporte pesado ou um ônibus: ocupante de um carro não especificado ferido em um acidente de trânsito
10563	Categoria	V45	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro ferido em colisão com um trem ou veículo ferroviário
10564	Subcategoria	V45.0	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com um trem ou veículo ferroviário: motorista traumatizado em acidente não-tráfico
10565	Subcategoria	V45.1	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com um trem ou veículo ferroviário: passageiro ferido em um acidente não-relacionado a trânsito
10566	Subcategoria	V45.2	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com um trem ou veículo ferroviário: pessoa no lado de fora do veículo ferido em um acidente não-relacionado a trânsito
10567	Subcategoria	V45.3	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com um trem ou veículo ferroviário: ocupante de um carro não especificado traumatizado em um acidente não relacionado a trânsito
10568	Subcategoria	V45.4	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel ferido em colisão com um comboio ferroviário ou um veículo ferroviário: uma pessoa ferida durante o embarque ou desembarque
10569	Subcategoria	V45.5	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com trem ou veículo ferroviário: motorista traumatizado em acidente de trânsito
10570	Subcategoria	V45.6	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com trem ou veículo ferroviário: passageiro traumatizado em acidente de trânsito
10571	Subcategoria	V45.7	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com um trem ou veículo ferroviário: pessoa que está fora do veículo ferido em um acidente de trânsito
10572	Subcategoria	V45.9	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel traumatizado em colisão com um trem ou veículo ferroviário: ocupante não especificado de um veículo traumatizado em um acidente de trânsito
10573	Categoria	V46	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante do carro ferido em colisão com outro veículo não motor
10574	Subcategoria	V46.0	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com outro veículo não motor: motorista traumatizado em acidente não-tráfico
10575	Subcategoria	V46.1	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um veículo traumatizado em colisão com outro veículo não motor: passageiro traumatizado em acidente não-tráfico
10576	Subcategoria	V46.2	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com outro veículo não motor: pessoa no exterior de um veículo ferido em um acidente que não seja de trânsito
10577	Subcategoria	V46.3	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel traumatizado em colisão com outro veículo não motor: ocupante de um veículo não especificado traumatizado em um acidente não relacionado a trânsito
10578	Subcategoria	V46.4	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel ferido em colisão com outro veículo não motor: pessoa ferida durante o embarque ou desembarque
10579	Subcategoria	V46.5	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com outro veículo não motor: motorista traumatizado em acidente de trânsito
10580	Subcategoria	V46.6	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com outro veículo não motor: passageiro traumatizado em acidente de trânsito
10581	Subcategoria	V46.7	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em colisão com outro veículo não motor: pessoa no exterior de um veículo ferido em um acidente de trânsito
10582	Subcategoria	V46.9	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel traumatizado em colisão com outro veículo não motor: ocupante de um veículo não especificado traumatizado em um acidente de trânsito
10583	Categoria	V47	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com objeto fixo ou estacionário
10584	Subcategoria	V47.0	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com objeto fixo ou estacionário: motorista traumatizado em acidente não-tráfico
10585	Subcategoria	V47.1	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com objeto fixo ou estacionário: passageiro ferido em acidente não-tráfico
10586	Subcategoria	V47.2	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com objeto fixo ou estacionário: pessoa no lado de fora do veículo ferido em acidente não relacionado ao trânsito
10587	Subcategoria	V47.3	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com objeto fixo ou estacionário: ocupante de carro não especificado traumatizado em acidente não-trafegado
10588	Subcategoria	V47.4	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante do carro ferido em colisão com objeto fixo ou estacionário: pessoa ferida durante o embarque ou desembarque
10589	Subcategoria	V47.5	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com objeto fixo ou estacionário: motorista traumatizado em acidente de trânsito
10590	Subcategoria	V47.6	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com objeto fixo ou estacionário: passageiro traumatizado em acidente de trânsito
10591	Subcategoria	V47.7	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com objeto fixo ou estacionário: pessoa em frente ao veículo lesionado em acidente de trânsito
10592	Subcategoria	V47.9	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro lesionado em colisão com objeto fixo ou estacionário: ocupante não especificado de um veículo traumatizado em acidente de trânsito
10593	Categoria	V48	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro ferido em acidente de transporte sem colisão
10594	Subcategoria	V48.0	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro traumatizado em acidente de transporte sem colisão: motorista traumatizado em acidente não-tráfico
10595	Subcategoria	V48.1	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro traumatizado em acidente de transporte sem colisão: passageiro traumatizado em acidente não-tráfico
10596	Subcategoria	V48.2	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um veículo traumatizado em um acidente de transporte sem colisão: uma pessoa que está fora do veículo ferido em um acidente não relacionado a trânsito
10597	Subcategoria	V48.3	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro traumatizado em acidente de transporte sem colisão: ocupante de carro não especificado traumatizado em acidente não relacionado a trânsito
10598	Subcategoria	V48.4	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um carro traumatizado em um acidente de transporte sem colisão: uma pessoa ferida durante o embarque ou desembarque
10599	Subcategoria	V48.5	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro traumatizado em acidente de transporte sem colisão: motorista traumatizado em acidente de trânsito
10600	Subcategoria	V48.6	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro traumatizado em acidente de transporte sem colisão: passageiro traumatizado em acidente de trânsito
10601	Subcategoria	V48.7	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro traumatizado em acidente de transporte sem colisão: pessoa em frente a veículo traumatizado em acidente de trânsito
10602	Subcategoria	V48.9	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro traumatizado em acidente de transporte sem colisão: ocupante de carro não especificado traumatizado em acidente de trânsito
10603	Categoria	V49	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro traumatizado em outros acidentes de transporte não especificados
10604	Subcategoria	V49.0	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Motorista traumatizado em colisão com outros veículos motorizados, não especificados, em acidente não-tráfico
10605	Subcategoria	V49.1	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Passageiro ferido em colisão com outros veículos motorizados e não especificado em acidente não de-trânsito
10606	Subcategoria	V49.2	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel não especificado traumatizado em colisão com outros veículos motorizados e não especificados em acidente não relacionado a trânsito
10607	Subcategoria	V49.3	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro [qualquer] ferido em acidente não-relacionado não especificado
10608	Subcategoria	V49.4	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Motorista ferido em colisão com outros veículos automóveis não especificados em acidentes de viação
10609	Subcategoria	V49.5	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Passageiro ferido em colisão com outros veículos automóveis não especificados em acidentes de viação
10610	Subcategoria	V49.6	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de um automóvel não especificado traumatizado em colisão com outros veículos automóveis não especificados em acidentes de viação
10611	Subcategoria	V49.8	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro [qualquer] ferido em outros acidentes de transporte especificados
10612	Subcategoria	V49.9	XX	Causas externas de morbidade e mortalidade	Ocupante de carro lesionado em acidente de transporte	Ocupante de carro [qualquer] ferido em acidente de trânsito não especificado
10613	Grupo	V50-V59	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van feridos em acidente de transporte
10614	Categoria	V50	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van feridos em colisão com pedestres ou animais
10615	Subcategoria	V50.0	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com pedestre ou animal: motorista ferido em acidente não-tráfico
10616	Subcategoria	V50.1	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com pedestre ou animal: passageiro ferido em acidente não-trafegado
10617	Subcategoria	V50.2	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com pedestre ou animal: pessoa no exterior do veículo ferido em acidente não-trafegado
10618	Subcategoria	V50.3	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com pedestre ou animal: ocupante não especificado de pick-up ou van feridos em acidente não-trafegado
10619	Subcategoria	V50.4	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com pedestre ou animal: pessoa ferida durante o embarque ou desembarque
10620	Subcategoria	V50.5	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com pedestres ou animais: motorista ferido em acidente de trânsito
10621	Subcategoria	V50.6	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com pedestre ou animal: passageiro ferido em acidente de trânsito
10622	Subcategoria	V50.7	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com pedestre ou animal: pessoa no exterior do veículo ferido em acidente de trânsito
10623	Subcategoria	V50.9	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com pedestres ou animais: ocupante não especificado de pick-up ou van feridos em acidente de trânsito
10624	Categoria	V51	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com pedal
10625	Subcategoria	V51.0	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com pedal: motorista traumatizado em acidente não-tráfico
10626	Subcategoria	V51.1	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com pedal: passageiro ferido em acidente não-tráfico
10627	Subcategoria	V51.2	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com o ciclo de pedal: pessoa do lado de fora do veículo ferido em acidente não-trafegado
10628	Subcategoria	V51.3	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com o ciclo de pedal: ocupante não especificado de pick-up ou van feridos em acidente não-trafegado
10629	Subcategoria	V51.4	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com pedal: pessoa ferida durante o embarque ou desembarque
10630	Subcategoria	V51.5	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com pedal: motorista ferido em acidente de trânsito
10631	Subcategoria	V51.6	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com pedal: passageiro traumatizado em acidente de trânsito
10632	Subcategoria	V51.7	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com ciclo de pedal: pessoa no exterior do veículo lesionado em acidente de trânsito
10633	Subcategoria	V51.9	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com ciclo de pedal: ocupante não especificado de pick-up ou van feridos em acidente de trânsito
10634	Categoria	V52	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo a motor de duas ou três rodas
10635	Subcategoria	V52.0	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo a motor de duas ou três rodas: motorista ferido em acidente não-trafegado
10636	Subcategoria	V52.1	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com veículo a motor de duas ou três rodas: passageiro traumatizado em acidente não-tráfico
10637	Subcategoria	V52.2	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo a motor de duas ou três rodas: pessoa no lado de fora do veículo ferido em acidente não-tráfico
10638	Subcategoria	V52.3	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo a motor de duas ou três rodas: ocupante não especificado de pick-up ou van feridos em acidente não-trafegado
10639	Subcategoria	V52.4	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo a motor de duas ou três rodas: pessoa ferida durante o embarque ou desembarque
10640	Subcategoria	V52.5	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com veículo a motor de duas ou três rodas: motorista traumatizado em acidente de trânsito
10641	Subcategoria	V52.6	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com veículo a motor de duas ou três rodas: passageiro traumatizado em acidente de trânsito
10642	Subcategoria	V52.7	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo a motor de duas ou três rodas: pessoa no exterior do veículo ferido em acidente de trânsito
10643	Subcategoria	V52.9	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo a motor de duas ou três rodas: ocupante não especificado de pick-up ou van feridos em acidente de trânsito
10644	Categoria	V53	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com o carro, pick-up ou van
10645	Subcategoria	V53.0	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com carro, pick-up ou van: motorista ferido em acidente não-tráfico
10646	Subcategoria	V53.1	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com carro, pick-up ou van: passageiro ferido em acidente não-tráfico
10647	Subcategoria	V53.2	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com carro, pick-up ou van: pessoa do lado de fora do veículo ferido em acidente não-tráfico
